"","X.Data.","X.Neutral_bar.","X.Happy_bar.","X.Sad_bar.","X.Anger_bar.","X.Fear_bar.","X.Start_sec.","X.End_sec.","X.instant_Neutral.","X.instant_Happy.","X.instant_Sad.","X.instant_Anger.","X.instant_Fear."
"1","Data","Neutral_bar","Happy_bar","Sad_bar","Anger_bar","Fear_bar","Start_sec","End_sec","instant_Neutral","instant_Happy","instant_Sad","instant_Anger","instant_Fear"
